Virginia High-Risk Zip Codes*
22002
22046
22134
22201
22203
22204
22205
22206
22207
22211
22301
22302
22305
22307
22314
22401
22427
22435
22448
22454
22473
22480
22488
22503
22504
22509
22514
22539
22560
22579
22601
22611
22709
22713
22716
22718
22719
22726
22727
22729
22732
22734
22736
22740
22746
22747
22749
22810
22811
22812
22815
22820
22821
22824
22832
22834
22835
22841
22842
22843
22844
22846
22847
22849
22969
22971
22972
22980
23009
23021
23022
23023
23024
23025
23027
23038
23045
23047
23066
23069
23079
23083
23084
23108
23109
23110
23125
23130
23139
23149
23153
23156
23176
23177
23180
23181
23301
23302
23308
23310
23315
23324
23336
23350
23354
23356
23357
23359
23395
23399
23404
23405
23407
23409
23410
23413
23417
23418
23420
23421
23426
23432
23434
23440
23442
23503
23504
23505
23701
23702
23704
23707
23803
23821
23824
23827
23828
23829
23830
23837
23839
23840
23842
23844
23846
23847
23850
23851
23866
23867
23868
23872
23874
23881
23888
23890
23894
23901
23915
23920
23964
23968
23970
23974
24011
24013
24014
24015
24016
24066
24072
24085
24086
24089
24090
24091
24093
24094
24105
24112
24124
24127
24128
24131
24134
24138
24139
24141
24147
24149
24150
24185
24270
24272
24273
24277
24282
24283
24285
24289
24292
24293
24301
24312
24315
24316
24318
24319
24322
24323
24325
24326
24330
24333
24340
24343
24347
24350
24352
24366
24368
24370
24375
24378
24442
24445
24450
24458
24459
24460
24464
24465
24467
24468
24471
24472
24473
24476
24479
24483
24484
24485
24486
24487
24501
24503
24504
24526
24531
24534
24539
24540
24541
24553
24555
24577
